-0.2304	-0.975	0
-0.7615	0.6486	0
-0.981	-0.1301	0
0.9027	-0.4574	0
0.1878	0.991	0
-0.4176	-0.8969	0
-0.6998	0.7087	0
-0.8585	0.5107	0
-0.8391	0.5442	0
0.4805	0.8767	0
-0.0882	-0.9966	0
-0.4306	-0.8988	0
0.1909	-0.9716	0
-0.4354	-0.8883	0
-0.0583	0.9997	0
0.9886	0.1172	0
-0.597	-0.7992	0
0.9788	0.2394	0
0.9873	-0.1638	0
-0.1832	0.9783	0
0.1372	0.9933	0
0.1861	0.9877	0
0.3192	-0.9506	0
-0.226	-0.967	0
-0.8275	-0.5604	0
0.9829	0.151	0
0.2887	0.9657	0
0.3015	0.9529	0
0.9786	-0.2069	0
-0.9266	0.3949	0
-0.0001	-0.9956	0
0.4362	-0.9046	0
-1.0009	-0.1187	0
0.3757	0.9197	0
-0.5653	-0.8311	0
0.9782	-0.2367	0
0.9123	0.4095	0
-0.9943	-0.1121	0
-0.5842	-0.808	0
-0.9575	-0.2828	0
-0.29	0.9623	0
0.9677	-0.2159	0
-0.7945	-0.6107	0
-0.993	-0.1628	0
0.5611	0.8198	0
0.8221	-0.5639	0
0.5358	0.8503	0
-0.0825	-1.0047	0
-0.2057	-0.9837	0
-0.9102	0.4171	0
0.9807	-0.2174	0
0.91	-0.4161	0
-0.0753	-0.9898	0
-0.6253	0.7664	0
-0.3838	-0.9194	0
1.0052	0.0304	0
0.8843	0.4816	0
0.601	-0.8031	0
-0.7636	0.6418	0
0.2102	-0.9718	0
-0.8832	-0.4765	0
-0.1327	0.9896	0
0.5182	-0.8558	0
0.8884	-0.4496	0
0.5378	0.8352	0
0.551	0.8365	0
-0.8624	0.4987	0
-0.9639	0.286	0
-0.2213	0.9746	0
0.9701	-0.238	0
-0.9056	-0.436	0
0.0127	-1.0029	0
-0.1895	-0.9813	0
0.9777	0.1937	0
1.0006	0.0042	0
0.557	-0.836	0
-0.4718	-0.88	0
-0.9028	0.4072	0
0.9883	-0.103	0
-0.5242	-0.8484	0
-1.0063	0.0635	0
0.9903	0.2038	0
0.3191	0.9436	0
0.9102	0.4193	0
-0.741	0.6577	0
0.9711	0.2183	0
-0.4788	0.8872	0
-0.8017	0.5829	0
0.6264	0.7768	0
-0.9868	-0.1551	0
0.0671	-1.0025	0
-0.7901	0.6145	0
0.7451	-0.6763	0
0.6388	-0.761	0
0.2869	-0.9611	0
-0.9958	0.0391	0
0.1996	-0.9899	0
-0.7754	0.6286	0
0.4446	0.8862	0
0.2253	-0.9644	0
-0.1583	0.9887	0
-1.0009	0.0763	0
-0.3104	-0.9562	0
0.6799	-0.7416	0
0.4843	-0.8613	0
-0.9944	0.0469	0
1.0	0.0893	0
-0.9572	-0.2754	0
0.9062	-0.4171	0
-0.9533	-0.2831	0
-0.3252	0.9488	0
-0.6312	-0.759	0
0.8667	0.4899	0
-0.4045	-0.9126	0
0.1887	0.9722	0
-0.5846	-0.8088	0
0.9417	-0.363	0
-0.6735	0.7293	0
-0.9523	-0.3325	0
-0.6503	0.7593	0
0.5557	0.8442	0
0.3812	0.9252	0
-0.9213	-0.384	0
-0.8934	0.461	0
-0.4978	-0.8669	0
-0.9709	0.2431	0
0.9112	-0.4142	0
-0.4048	-0.9178	0
0.5148	-0.8548	0
-0.9873	-0.1989	0
-0.5294	0.8495	0
-0.9768	-0.184	0
0.5384	0.8492	0
0.9852	-0.1854	0
0.9021	-0.4428	0
-0.0995	-0.9897	0
0.9574	0.2692	0
0.6173	-0.7884	0
-0.987	0.1777	0
-0.9899	-0.1009	0
0.4225	0.9116	0
-0.5699	0.8288	0
0.9248	-0.4107	0
0.8904	-0.458	0
0.4923	0.864	0
-0.9562	-0.3194	0
-0.9705	0.2719	0
0.9978	-0.0827	0
-0.6401	-0.7747	0
-0.9356	0.3463	0
-0.9929	-0.0442	0
0.3058	0.9501	0
-0.9638	0.2344	0
0.6392	-0.7683	0
-0.2152	0.9715	0
0.4232	-0.9065	0
-0.9958	0.1068	0
0.9635	0.2687	0
-0.3803	0.9178	0
0.4029	-0.921	0
0.9794	0.1952	0
0.1832	-0.9892	0
0.3853	-0.9286	0
0.5246	0.8493	0
0.3494	0.9398	0
0.4963	0.8838	0
0.7027	-0.7166	0
-0.9083	-0.4062	0
0.8019	0.5908	0
-0.444	-0.8928	0
0.5704	-0.8096	0
-0.9383	0.3668	0
-0.6953	0.7282	0
0.1109	-0.9896	0
0.1241	-1.0014	0
0.9307	-0.3536	0
0.2587	-0.9719	0
-0.9948	-0.0001	0
1.0072	0.0242	0
-0.2728	0.9536	0
-1.0045	-0.0152	0
-0.7544	0.646	0
0.4762	0.8914	0
0.4709	-0.8765	0
0.9631	0.2546	0
0.3286	-0.9435	0
0.7811	0.6326	0
-0.6361	-0.7695	0
0.963	0.2816	0
-0.8778	-0.4898	0
0.6573	0.7656	0
0.3756	0.9132	0
-0.1217	0.9943	0
0.414	-0.9002	0
-0.9052	0.4388	0
0.9728	0.2315	0
-0.9795	0.1753	0
0.9346	0.3765	0
0.977	0.2246	0
-0.1055	0.9985	0
-0.7059	0.7161	0
0.7635	0.6407	0
0.437	-0.9013	0
1.0087	-0.0008	0
-0.5067	-0.8605	0
0.9983	-0.1049	0
-0.2635	-0.9714	0
0.2336	-0.9607	0
0.9903	-0.0407	0
0.0405	0.9982	0
-0.13	-0.9864	0
0.056	-0.993	0
-0.0177	0.9975	0
0.5335	0.8468	0
-0.7908	0.6149	0
-0.6842	-0.7235	0
-0.8953	0.4677	0
0.8664	-0.4932	0
0.6606	0.7598	0
0.0254	1.0088	0
0.142	-0.9944	0
0.9167	-0.3932	0
-0.0336	-1.0055	0
-0.9061	-0.4175	0
0.7289	-0.6921	0
-0.7254	0.6887	0
-0.5014	0.8665	0
-0.7848	0.6371	0
-0.1945	0.9823	0
-0.3647	0.9362	0
-0.1917	0.976	0
-0.0965	-0.9936	0
0.885	-0.4611	0
-0.0178	0.9944	0
-0.5975	-0.8103	0
0.7322	0.6733	0
-0.7835	0.6226	0
0.7595	0.6522	0
0.8535	0.5378	0
0.8186	-0.5776	0
-0.6172	-0.7907	0
-0.6867	0.7343	0
0.4596	0.8876	0
-0.0159	-0.9979	0
0.8682	0.4783	0
-0.2725	0.9619	0
0.2641	0.965	0
-0.0378	1.0011	0
0.4005	-0.9261	0
-0.9112	0.4415	0
-0.6634	-0.7492	0
0.9949	0.0026	0
-0.9957	0.0807	0
0.6273	0.7809	0
0.9888	-0.0799	0
-0.6027	-0.794	0
0.2881	-0.9539	0
-0.6717	0.7354	0
0.9073	0.4207	0
-0.4823	-0.8695	0
-0.1316	-0.9956	0
0.4489	0.901	0
0.1182	-0.9937	0
0.819	0.5758	0
-0.4421	-0.9051	0
-0.945	0.3324	0
0.7038	0.7106	0
-0.6488	0.7594	0
0.3964	-0.9256	0
-0.4394	0.9082	0
0.2446	-0.971	0
0.8423	-0.5262	0
-0.9967	-0.0054	0
-0.0035	0.9962	0
-0.2871	0.9533	0
-0.1189	-0.9955	0
-0.9743	0.2115	0
-0.4155	0.8994	0
-1.0016	-0.0534	0
0.9441	-0.3403	0
0.9687	0.2416	0
-0.9914	-0.1943	0
-0.4079	-0.9098	0
0.6361	-0.777	0
0.6997	0.714	0
-1.0016	-0.0525	0
0.1912	0.9792	0
0.09	-0.9894	0
-0.9986	-0.037	0
0.7676	0.6545	0
-0.5578	0.8374	0
0.4026	-0.9049	0
0.9599	0.2792	0
0.8805	0.4573	0
-0.7484	0.6626	0
-0.0398	0.998	0
0.943	-0.3526	0
-0.6458	-0.7568	0
0.9906	0.13	0
0.8311	-0.567	0
0.2959	-0.9514	0
0.4538	0.8825	0
0.955	-0.3219	0
-0.4512	-0.8853	0
0.6033	0.805	0
-0.9317	0.3771	0
0.7425	0.6749	0
0.9022	-0.4224	0
0.0714	-1.0031	0
-0.9751	0.2319	0
0.0963	-0.986	0
0.8409	0.5522	0
0.1793	0.9871	0
1.0088	0.0361	0
0.8917	-0.4371	0
0.2917	-0.9607	0
0.9423	-0.3075	0
-0.9719	-0.2622	0
0.2565	-0.9756	0
-0.3505	-0.949	0
-0.8398	-0.5302	0
0.291	-0.9557	0
-0.9208	0.4119	0
0.7929	0.6094	0
-0.9596	0.3072	0
0.623	0.7717	0
-0.855	0.5187	0
-0.9258	-0.3881	0
-0.8426	-0.5391	0
0.6551	0.7656	0
0.0596	0.9915	0
0.4929	-0.8723	0
-0.5514	-0.8341	0
0.4719	-0.8727	0
0.7441	-0.6781	0
-0.8606	-0.5168	0
0.3498	-0.946	0
-0.6199	0.7813	0
-0.9937	-0.1583	0
-0.6922	-0.7162	0
0.8499	-0.5056	0
-0.7205	-0.6855	0
0.6529	0.7502	0
-0.9952	0.0502	0
-0.1386	0.9997	0
0.8454	0.5148	0
0.163	-0.9791	0
0.2097	0.9712	0
-0.1264	0.9879	0
-0.0262	0.991	0
0.0285	-0.9935	0
-0.8861	-0.4707	0
-0.5891	0.8042	0
0.9628	0.2654	0
0.884	-0.46	0
0.9628	0.2838	0
0.24	0.9714	0
-0.8921	-0.4696	0
0.739	0.6718	0
-0.9946	-0.1121	0
-0.75	-0.658	0
-0.269	-0.968	0
0.6432	-0.777	0
-0.8528	-0.5186	0
-0.9402	-0.3138	0
-0.0701	0.995	0
0.8911	0.4588	0
-0.3613	-0.9295	0
0.3082	-0.9462	0
0.9971	-0.1185	0
-0.7358	0.6781	0
-0.7503	-0.6454	0
-1.0027	-0.1227	0
-0.7141	-0.7155	0
0.7828	0.6166	0
-0.6088	0.7824	0
0.5843	-0.8124	0
-0.4471	0.8983	0
0.5916	0.8104	0
0.8635	0.5094	0
0.4616	0.8777	0
0.9916	-0.0023	0
-0.5077	-0.8704	0
0.6002	0.8006	0
-0.1703	-0.9761	0
-0.3979	-0.9145	0
0.155	0.9799	0
0.9242	0.3754	0
0.0287	-1.0005	0
0.0365	-1.0075	0
0.45	-0.8899	0
0.9804	0.2256	0
0.8136	0.579	0
-0.7759	0.628	0
-0.9687	0.2206	0
0.0039	-1.0097	0
-0.9142	-0.3929	0
0.6197	0.7766	0
0.818	0.576	0
-0.3077	0.9564	0
-1.0067	0.0423	0
-0.3732	0.9296	0
-0.4628	-0.8909	0
0.5195	-0.854	0
0.991	0.1114	0
-0.7729	-0.6334	0
-0.8895	0.4618	0
-1.0023	-0.0734	0
0.9869	-0.0836	0
0.5103	0.8601	0
-0.7623	0.6512	0
0.8493	0.509	0
